HV 2360                   05 12 46.36 -67 19 37.8 X0050 55119.2902     fits/xsl_spectrum_X0050_merged.fits 
[PHS2008] RGB 533         05 13 12.68 -71 18 00.5 X0238 55429.3470     fits/xsl_spectrum_X0238_merged.fits 
SHV 0515313-694303        05 15 08.59 -69 39 50.3 X0517 56213.3253     fits/xsl_spectrum_X0517_merged.fits 
SHV 0515461-691822        05 15 26.89 -69 15 07.4 X0054 55142.2597     fits/xsl_spectrum_X0054_merged_ncl.fits 
SHV 0517337-725738        05 16 33.32 -72 54 32.0 X0519 56213.3618     fits/xsl_spectrum_X0519_merged.fits 
SHV 0518222-750327        05 16 49.73 -75 00 22.8 X0055 55142.2774     fits/xsl_spectrum_X0055_merged_ncl.fits 
SHV 0518161-683543        05 18 02.48 -68 32 39.1 X0530 56234.2848     fits/xsl_spectrum_X0530_merged.fits 
SHV 0518331-685102        05 18 17.50 -68 47 59.1 X0531 56237.3360     fits/xsl_spectrum_X0531_merged.fits 
SHV 0518570-692207        05 18 36.62 -69 19 05.1 X0056 55142.2922     fits/xsl_spectrum_X0056_merged_ncl.fits 
SHV 0518571-690729        05 18 39.10 -69 04 28.2 X0532 56240.3017     fits/xsl_spectrum_X0532_merged.fits 
HD 34797                  05 19 18.31 -18 30 34.3 X0113 55235.0591     fits/xsl_spectrum_X0113_merged.fits 
HD 34816                  05 19 34.52 -13 10 36.3 X0303 55467.3751     fits/xsl_spectrum_X0303_merged_ncl_ncge.fits 
SHV 0520036-692817        05 19 42.27 -69 25 19.6 X0509 56212.2973     fits/xsl_spectrum_X0509_merged.fits 
HV 2446                   05 20 01.58 -67 34 42.1 X0057 55142.3046     fits/xsl_spectrum_X0057_merged_ncl.fits 
SHV 0520261-693826        05 20 03.34 -69 35 33.5 X0524 56214.3460     fits/xsl_spectrum_X0524_merged.fits 
SHV 0520342-693911        05 20 11.29 -69 36 20.0 X0592 56316.0320     fits/xsl_spectrum_X0592_merged.fits 
SHV 0520505-705019        05 20 15.01 -70 47 26.1 X0058 55142.3152     fits/xsl_spectrum_X0058_merged_ncl.fits 
SHV 0520427-693637        05 20 20.19 -69 33 44.8 X0534 56240.3521     fits/xsl_spectrum_X0534_merged_ncl.fits 
SHV 0520498-692715        05 20 28.16 -69 24 22.7 X0543 56261.3108     fits/xsl_spectrum_X0543_merged_ncl.fits 
HD 271182                 05 21 01.71 -65 48 02.4 X0542 56261.2490     fits/xsl_spectrum_X0542_merged.fits 
SHV 0522380-691255        05 22 18.28 -69 10 10.4 X0059 55142.3298     fits/xsl_spectrum_X0059_merged_scl.fits 
HD 35179                  05 22 21.01 -14 23 50.0 X0570 56286.1202     fits/xsl_spectrum_X0570_merged.fits 
SHV 0523371-713351        05 22 53.08 -71 31 10.0 X0510 56212.3449     fits/xsl_spectrum_X0510_merged.fits 
SHV 0523357-692038        05 23 14.70 -69 17 57.7 X0060 55142.3471     fits/xsl_spectrum_X0060_merged_ncl.fits 
NGC 1904 153              05 24 09.13 -24 34 16.1 X0521 56214.2940     fits/xsl_spectrum_X0521_merged.fits 
NGC 1904 160              05 24 09.39 -24 33 30.1 X0522 56214.3095     fits/xsl_spectrum_X0522_merged.fits 
NGC 1904 223              05 24 18.48 -24 31 43.4 X0523 56214.3214     fits/xsl_spectrum_X0523_merged.fits 
SHV 0525012-694829        05 24 36.23 -69 45 56.0 X0551 56273.1213     fits/xsl_spectrum_X0551_merged.fits 
SHV 0525478-690944        05 25 28.22 -69 07 13.2 X0061 55142.3627     fits/xsl_spectrum_X0061_merged_ncl.fits      C star. NIR poor below 1.3 micro-m.
SHV 0525543-692639        05 25 32.18 -69 24 09.2 X0098 55226.1607     fits/xsl_spectrum_X0098_merged_ncl.fits 
SHV 0526364-693639        05 26 12.45 -69 34 13.1 X0099 55226.1731     fits/xsl_spectrum_X0099_merged_scl.fits 
SHV 0527072-701238        05 26 37.82 -70 10 11.6 X0544 56261.3372 UVB fits/xsl_spectrum_X0544_merged.fits         
SHV 0527058-693746        05 26 42.23 -69 35 22.3 X0533 56240.3268     fits/xsl_spectrum_X0533_merged_ncl.fits 
SHV 0527122-695006        05 26 46.66 -69 47 41.5 X0798 56579.2991     fits/xsl_spectrum_X0798_merged.fits          M giant with contamination by nearby hot star below 450 nm
HD 35601                  05 27 10.22 +29 55 15.8 X0330 55599.0677 NIR fits/xsl_spectrum_X0330_merged_ncl_ncge.fits    
HV 2555                   05 28 14.86 -66 32 46.1 X0786 56561.3701     fits/xsl_spectrum_X0786_merged.fits 
SHV 0528537-695119        05 28 27.73 -69 49 01.7 X0100 55226.1888 UVB fits/xsl_spectrum_X0100_merged_ncl.fits      
CL* NGC 1978 LE 09        05 28 50.74 -66 14 44.1 X0804 56581.2980     fits/xsl_spectrum_X0804_merged.fits 
CL* NGC 1978 LE 09        05 28 50.74 -66 14 44.1 X0805 56581.3088     fits/xsl_spectrum_X0805_merged_scl.fits 
CL* NGC 1978 LE 09        05 28 50.74 -66 14 44.1 X0806 56581.3203     fits/xsl_spectrum_X0806_merged_scl.fits 
[M2002] LMC 143035        05 29 03.47 -69 06 46.2 X0118 55240.0322     fits/xsl_spectrum_X0118_merged.fits 
SHV 0529222-684846        05 29 05.39 -68 46 31.1 X0803 56579.3649     fits/xsl_spectrum_X0803_merged_ncl.fits 
SHV 0529355-694037        05 29 11.15 -69 38 24.9 X0799 56579.3168     fits/xsl_spectrum_X0799_merged_ncl_ncge.fits 
SHV 0529355-694037        05 29 11.15 -69 38 24.9 X0800 56579.3273     fits/xsl_spectrum_X0800_merged_ncl_ncge.fits 
SHV 0529355-694037        05 29 11.15 -69 38 24.9 X0801 56579.3424     fits/xsl_spectrum_X0801_merged.fits 
